ville,pays,lat,lon,date_extraction,heure_extraction,timestamp_utc,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3
New York,US,40.7128,-74.006,2026-03-26,19,2026-03-26T19:00:00+00:00,3,162.62,0.22,1.38,125.51,1.99,9.76,13.3,1.18
Paris,FR,48.8566,2.3522,2026-03-26,19,2026-03-26T19:00:00+00:00,3,145.91,0.0,2.14,101.36,0.54,0.95,1.36,2.19
Sydney,AU,-33.8688,151.2093,2026-03-26,19,2026-03-26T19:00:00+00:00,1,61.69,0.0,0.81,37.75,0.16,0.59,0.71,0.02
Tokyo,JP,35.6762,139.6503,2026-03-26,19,2026-03-26T19:00:00+00:00,2,158.96,0.0,11.9,88.43,7.01,2.59,5.58,0.21
Antananarivo,MG,-18.8792,47.5079,2026-03-26,20,2026-03-26T20:00:00+00:00,1,147.91,0.01,1.49,9.56,0.16,4.73,8.6,0.52
Cairo,EG,30.0444,31.2357,2026-03-26,20,2026-03-26T20:00:00+00:00,2,153.56,0.0,1.75,96.06,1.45,3.88,16.39,14.15
New York,US,40.7128,-74.006,2026-03-26,20,2026-03-26T20:00:00+00:00,3,161.95,0.2,1.39,125.7,1.81,10.17,13.75,1.11
Paris,FR,48.8566,2.3522,2026-03-26,20,2026-03-26T20:00:00+00:00,2,149.59,0.0,2.55,99.88,0.63,1.25,1.81,2.73
Sydney,AU,-33.8688,151.2093,2026-03-26,20,2026-03-26T20:00:00+00:00,1,61.9,0.0,0.9,35.57,0.13,0.5,0.52,0.02
Tokyo,JP,35.6762,139.6503,2026-03-26,20,2026-03-26T20:00:00+00:00,2,158.6,0.0,11.28,89.24,7.05,2.64,5.62,0.22
Antananarivo,MG,-18.8792,47.5079,2026-03-26,21,2026-03-26T21:00:00+00:00,1,147.22,0.01,1.43,8.64,0.12,4.65,8.37,0.5
Cairo,EG,30.0444,31.2357,2026-03-26,21,2026-03-26T21:00:00+00:00,2,155.76,0.0,2.17,91.55,1.61,4.44,18.98,19.62
New York,US,40.7128,-74.006,2026-03-26,21,2026-03-26T21:00:00+00:00,3,161.28,0.17,1.51,124.35,1.62,10.23,13.87,1.05
Paris,FR,48.8566,2.3522,2026-03-26,21,2026-03-26T21:00:00+00:00,2,153.87,0.0,2.87,99.04,0.71,1.71,2.43,2.96
Sydney,AU,-33.8688,151.2093,2026-03-26,21,2026-03-26T21:00:00+00:00,1,61.57,0.0,0.95,34.11,0.11,0.5,0.5,0.02
Tokyo,JP,35.6762,139.6503,2026-03-26,21,2026-03-26T21:00:00+00:00,2,157.81,0.0,10.63,90.36,7.05,2.72,5.66,0.21
Antananarivo,MG,-18.8792,47.5079,2026-03-26,22,2026-03-26T22:00:00+00:00,1,145.58,0.01,1.36,7.7,0.11,4.57,8.15,0.57
Cairo,EG,30.0444,31.2357,2026-03-26,22,2026-03-26T22:00:00+00:00,2,155.14,0.0,2.33,86.01,1.4,5.01,21.87,24.86
New York,US,40.7128,-74.006,2026-03-26,22,2026-03-26T22:00:00+00:00,3,161.93,0.11,2.0,121.8,1.5,10.21,13.99,0.96
Paris,FR,48.8566,2.3522,2026-03-26,22,2026-03-26T22:00:00+00:00,2,156.91,0.0,3.34,95.09,0.68,2.32,3.2,2.77
Sydney,AU,-33.8688,151.2093,2026-03-26,22,2026-03-26T22:00:00+00:00,1,60.53,0.03,0.9,33.42,0.1,0.5,0.5,0.02
Tokyo,JP,35.6762,139.6503,2026-03-26,22,2026-03-26T22:00:00+00:00,2,157.0,0.4,12.26,92.75,7.22,2.85,5.81,0.21
Antananarivo,MG,-18.8792,47.5079,2026-03-26,23,2026-03-26T23:00:00+00:00,1,146.72,0.02,1.34,6.83,0.11,4.64,8.19,0.74
Cairo,EG,30.0444,31.2357,2026-03-26,23,2026-03-26T23:00:00+00:00,2,156.02,0.0,2.46,80.61,1.3,5.7,25.42,29.79
New York,US,40.7128,-74.006,2026-03-26,23,2026-03-26T23:00:00+00:00,3,163.19,0.03,2.63,119.57,1.43,10.19,14.2,0.9
Paris,FR,48.8566,2.3522,2026-03-26,23,2026-03-26T23:00:00+00:00,2,162.5,0.0,3.82,89.97,0.56,3.0,4.06,2.33
Sydney,AU,-33.8688,151.2093,2026-03-26,23,2026-03-26T23:00:00+00:00,1,59.73,0.06,0.85,32.81,0.09,0.5,0.5,0.01
Tokyo,JP,35.6762,139.6503,2026-03-26,23,2026-03-26T23:00:00+00:00,2,157.01,1.5,11.66,96.22,7.49,3.02,5.95,0.2
Antananarivo,MG,-18.8792,47.5079,2026-03-27,00,2026-03-27T00:00:00+00:00,1,148.07,0.02,1.36,6.37,0.13,4.7,8.11,1.01
Cairo,EG,30.0444,31.2357,2026-03-27,00,2026-03-27T00:00:00+00:00,2,157.44,0.0,2.57,75.65,1.35,6.63,29.64,34.56
New York,US,40.7128,-74.006,2026-03-27,00,2026-03-27T00:00:00+00:00,3,162.82,0.0,2.67,117.86,1.33,10.07,14.29,0.84
Paris,FR,48.8566,2.3522,2026-03-27,00,2026-03-27T00:00:00+00:00,2,168.69,0.0,4.0,84.91,0.48,3.87,5.15,1.8
Sydney,AU,-33.8688,151.2093,2026-03-27,00,2026-03-27T00:00:00+00:00,1,59.16,0.06,0.78,32.31,0.08,0.5,0.54,0.01
Tokyo,JP,35.6762,139.6503,2026-03-27,00,2026-03-27T00:00:00+00:00,3,156.59,2.18,10.72,100.79,7.61,3.22,6.12,0.18
Antananarivo,MG,-18.8792,47.5079,2026-03-27,01,2026-03-27T01:00:00+00:00,1,149.06,0.02,1.39,6.18,0.16,4.67,7.82,1.31
Cairo,EG,30.0444,31.2357,2026-03-27,01,2026-03-27T01:00:00+00:00,2,157.64,0.0,2.6,70.83,1.46,7.58,34.12,39.24
New York,US,40.7128,-74.006,2026-03-27,01,2026-03-27T01:00:00+00:00,3,159.75,0.0,2.47,114.29,1.22,9.69,13.98,0.83
Paris,FR,48.8566,2.3522,2026-03-27,01,2026-03-27T01:00:00+00:00,2,173.52,0.0,4.12,76.75,0.33,4.66,6.12,1.5
Sydney,AU,-33.8688,151.2093,2026-03-27,01,2026-03-27T01:00:00+00:00,1,58.95,0.05,0.6,33.01,0.08,0.5,0.65,0.01
Tokyo,JP,35.6762,139.6503,2026-03-27,01,2026-03-27T01:00:00+00:00,3,157.56,2.56,10.72,105.35,8.26,3.76,6.81,0.17
Antananarivo,MG,-18.8792,47.5079,2026-03-27,02,2026-03-27T02:00:00+00:00,1,148.81,0.02,1.39,6.06,0.16,4.59,7.67,1.39
Cairo,EG,30.0444,31.2357,2026-03-27,02,2026-03-27T02:00:00+00:00,2,158.78,0.0,2.63,67.11,1.55,8.6,38.92,42.9
New York,US,40.7128,-74.006,2026-03-27,02,2026-03-27T02:00:00+00:00,3,158.52,0.0,2.43,110.44,1.25,9.49,13.75,0.92
Paris,FR,48.8566,2.3522,2026-03-27,02,2026-03-27T02:00:00+00:00,2,178.71,0.0,4.31,67.75,0.2,5.29,6.9,1.58
Sydney,AU,-33.8688,151.2093,2026-03-27,02,2026-03-27T02:00:00+00:00,1,58.75,0.05,0.43,34.63,0.09,0.54,0.79,0.01
Tokyo,JP,35.6762,139.6503,2026-03-27,02,2026-03-27T02:00:00+00:00,3,162.44,2.99,11.66,108.95,9.61,4.83,8.29,0.19
Antananarivo,MG,-18.8792,47.5079,2026-03-27,03,2026-03-27T03:00:00+00:00,1,148.98,0.02,1.37,6.22,0.17,4.52,7.55,1.32
Cairo,EG,30.0444,31.2357,2026-03-27,03,2026-03-27T03:00:00+00:00,2,159.38,0.0,2.74,63.86,1.66,9.64,43.94,46.06
New York,US,40.7128,-74.006,2026-03-27,03,2026-03-27T03:00:00+00:00,3,158.2,0.0,2.54,105.91,1.38,9.42,13.57,1.05
Paris,FR,48.8566,2.3522,2026-03-27,03,2026-03-27T03:00:00+00:00,1,182.76,0.0,4.41,59.98,0.21,6.0,7.76,3.26
Sydney,AU,-33.8688,151.2093,2026-03-27,03,2026-03-27T03:00:00+00:00,1,58.23,0.03,0.3,36.81,0.11,0.65,1.01,0.01
Tokyo,JP,35.6762,139.6503,2026-03-27,03,2026-03-27T03:00:00+00:00,3,167.55,3.06,12.01,113.63,10.61,6.08,9.93,0.2
Antananarivo,MG,-18.8792,47.5079,2026-03-27,04,2026-03-27T04:00:00+00:00,1,151.24,0.15,1.22,7.03,0.2,4.46,7.86,1.13
Cairo,EG,30.0444,31.2357,2026-03-27,04,2026-03-27T04:00:00+00:00,2,161.01,0.0,3.09,60.35,1.83,10.59,48.65,47.22
New York,US,40.7128,-74.006,2026-03-27,04,2026-03-27T04:00:00+00:00,3,159.51,0.0,2.6,103.78,1.63,9.36,12.79,1.18
Paris,FR,48.8566,2.3522,2026-03-27,04,2026-03-27T04:00:00+00:00,1,184.97,0.0,4.55,53.18,0.28,6.73,8.62,6.16
Sydney,AU,-33.8688,151.2093,2026-03-27,04,2026-03-27T04:00:00+00:00,1,58.49,0.02,0.22,39.1,0.12,0.77,1.19,0.01
Tokyo,JP,35.6762,139.6503,2026-03-27,04,2026-03-27T04:00:00+00:00,3,166.74,2.31,10.71,121.65,10.11,6.77,10.45,0.16
Antananarivo,MG,-18.8792,47.5079,2026-03-27,05,2026-03-27T05:00:00+00:00,1,155.08,0.4,0.81,9.98,0.21,4.64,8.53,0.85
Cairo,EG,30.0444,31.2357,2026-03-27,05,2026-03-27T05:00:00+00:00,3,163.67,0.15,3.82,57.52,2.3,11.49,53.29,44.22
New York,US,40.7128,-74.006,2026-03-27,05,2026-03-27T05:00:00+00:00,3,159.58,0.0,2.65,101.09,1.74,8.85,11.76,1.21
Paris,FR,48.8566,2.3522,2026-03-27,05,2026-03-27T05:00:00+00:00,1,188.42,0.0,4.99,47.07,0.33,7.42,9.44,8.58
Sydney,AU,-33.8688,151.2093,2026-03-27,05,2026-03-27T05:00:00+00:00,1,58.64,0.01,0.2,40.74,0.12,0.84,1.27,0.0
Tokyo,JP,35.6762,139.6503,2026-03-27,05,2026-03-27T05:00:00+00:00,3,164.7,1.73,9.46,127.85,9.76,7.3,10.78,0.12
Antananarivo,MG,-18.8792,47.5079,2026-03-27,06,2026-03-27T06:00:00+00:00,1,155.77,0.28,0.61,16.97,0.22,5.33,9.26,0.88
Cairo,EG,30.0444,31.2357,2026-03-27,06,2026-03-27T06:00:00+00:00,3,166.88,0.9,3.74,58.66,2.74,12.58,58.24,41.47
New York,US,40.7128,-74.006,2026-03-27,06,2026-03-27T06:00:00+00:00,2,159.84,0.0,2.73,98.86,1.91,8.76,11.5,1.25
Paris,FR,48.8566,2.3522,2026-03-27,06,2026-03-27T06:00:00+00:00,1,195.16,0.01,6.75,40.62,0.5,8.22,10.43,10.75
Sydney,AU,-33.8688,151.2093,2026-03-27,06,2026-03-27T06:00:00+00:00,1,59.14,0.01,0.2,42.22,0.11,0.81,1.26,0.0
Tokyo,JP,35.6762,139.6503,2026-03-27,06,2026-03-27T06:00:00+00:00,3,164.07,1.3,8.93,131.83,9.82,7.7,11.06,0.11
Antananarivo,MG,-18.8792,47.5079,2026-03-27,07,2026-03-27T07:00:00+00:00,1,88.84,0.06,0.16,25.07,0.26,1.98,3.12,0.49
Cairo,EG,30.0444,31.2357,2026-03-27,07,2026-03-27T07:00:00+00:00,3,164.68,1.16,2.97,68.71,2.82,14.15,63.84,34.56
New York,US,40.7128,-74.006,2026-03-27,07,2026-03-27T07:00:00+00:00,2,161.06,0.0,3.04,95.94,2.3,8.69,10.9,1.13
Paris,FR,48.8566,2.3522,2026-03-27,07,2026-03-27T07:00:00+00:00,1,202.86,0.67,9.15,34.19,0.55,9.03,11.47,8.21
Sydney,AU,-33.8688,151.2093,2026-03-27,07,2026-03-27T07:00:00+00:00,1,59.72,0.0,0.2,44.1,0.11,0.79,1.32,0.0
Tokyo,JP,35.6762,139.6503,2026-03-27,07,2026-03-27T07:00:00+00:00,3,159.93,0.71,7.58,135.88,9.02,7.34,10.53,0.09
Antananarivo,MG,-18.8792,47.5079,2026-03-27,08,2026-03-27T08:00:00+00:00,1,79.93,0.04,0.11,25.74,0.22,1.78,2.59,0.42
Cairo,EG,30.0444,31.2357,2026-03-27,08,2026-03-27T08:00:00+00:00,3,160.92,0.92,2.23,79.15,2.9,16.87,68.72,32.21
New York,US,40.7128,-74.006,2026-03-27,08,2026-03-27T08:00:00+00:00,2,163.46,0.0,3.59,91.32,2.38,8.57,10.17,0.82
Paris,FR,48.8566,2.3522,2026-03-27,08,2026-03-27T08:00:00+00:00,1,205.5,2.87,8.39,32.53,0.38,9.42,12.0,3.33
Sydney,AU,-33.8688,151.2093,2026-03-27,08,2026-03-27T08:00:00+00:00,1,59.96,0.0,0.2,45.19,0.11,0.77,1.27,0.01
Tokyo,JP,35.6762,139.6503,2026-03-27,08,2026-03-27T08:00:00+00:00,3,154.59,0.23,6.12,137.85,7.89,6.59,9.52,0.07
Antananarivo,MG,-18.8792,47.5079,2026-03-27,09,2026-03-27T09:00:00+00:00,1,78.24,0.03,0.1,25.76,0.2,1.92,2.67,0.41
Cairo,EG,30.0444,31.2357,2026-03-27,09,2026-03-27T09:00:00+00:00,3,155.59,0.5,1.39,92.43,2.82,19.4,72.86,28.66
New York,US,40.7128,-74.006,2026-03-27,09,2026-03-27T09:00:00+00:00,2,167.31,0.0,4.34,85.58,2.22,8.42,9.57,0.46
Paris,FR,48.8566,2.3522,2026-03-27,09,2026-03-27T09:00:00+00:00,1,202.77,3.99,7.08,35.56,0.46,9.74,12.37,3.67
Sydney,AU,-33.8688,151.2093,2026-03-27,09,2026-03-27T09:00:00+00:00,1,59.79,0.0,0.19,45.28,0.11,0.72,1.17,0.01
Tokyo,JP,35.6762,139.6503,2026-03-27,09,2026-03-27T09:00:00+00:00,3,150.96,0.02,5.06,137.15,7.25,5.93,8.67,0.06
Antananarivo,MG,-18.8792,47.5079,2026-03-27,10,2026-03-27T10:00:00+00:00,1,75.83,0.03,0.09,26.25,0.16,1.91,2.55,0.36
Cairo,EG,30.0444,31.2357,2026-03-27,10,2026-03-27T10:00:00+00:00,3,135.37,0.11,0.42,116.26,0.97,9.87,48.94,5.15
New York,US,40.7128,-74.006,2026-03-27,10,2026-03-27T10:00:00+00:00,2,172.37,0.0,5.33,77.69,1.92,7.78,8.58,0.21
Paris,FR,48.8566,2.3522,2026-03-27,10,2026-03-27T10:00:00+00:00,3,153.17,0.42,2.03,104.58,1.64,6.82,8.32,1.08
Sydney,AU,-33.8688,151.2093,2026-03-27,10,2026-03-27T10:00:00+00:00,1,59.47,0.0,0.18,46.08,0.1,0.69,1.17,0.01
Tokyo,JP,35.6762,139.6503,2026-03-27,10,2026-03-27T10:00:00+00:00,3,148.11,0.0,3.59,135.59,6.69,5.3,7.91,0.05
Antananarivo,MG,-18.8792,47.5079,2026-03-27,11,2026-03-27T11:00:00+00:00,1,74.71,0.03,0.09,26.25,0.14,1.92,2.51,0.35
Cairo,EG,30.0444,31.2357,2026-03-27,11,2026-03-27T11:00:00+00:00,3,129.39,0.08,0.32,116.84,0.54,6.88,33.15,2.64
New York,US,40.7128,-74.006,2026-03-27,11,2026-03-27T11:00:00+00:00,2,181.79,0.0,6.32,71.49,1.59,6.73,7.36,0.09
Paris,FR,48.8566,2.3522,2026-03-27,11,2026-03-27T11:00:00+00:00,3,146.78,0.21,1.28,110.81,1.6,6.14,7.39,0.98
Sydney,AU,-33.8688,151.2093,2026-03-27,11,2026-03-27T11:00:00+00:00,1,59.26,0.0,0.16,47.28,0.1,0.68,1.19,0.01
Tokyo,JP,35.6762,139.6503,2026-03-27,11,2026-03-27T11:00:00+00:00,3,146.27,0.0,2.64,134.18,6.27,4.85,7.39,0.04
Antananarivo,MG,-18.8792,47.5079,2026-03-27,12,2026-03-27T12:00:00+00:00,1,74.84,0.03,0.11,25.7,0.13,1.97,2.55,0.35
Cairo,EG,30.0444,31.2357,2026-03-27,12,2026-03-27T12:00:00+00:00,3,127.16,0.08,0.33,116.5,0.43,5.97,28.44,2.21
New York,US,40.7128,-74.006,2026-03-27,12,2026-03-27T12:00:00+00:00,2,195.9,0.0,7.22,71.04,1.25,5.81,6.44,0.07
Paris,FR,48.8566,2.3522,2026-03-27,12,2026-03-27T12:00:00+00:00,3,144.56,0.13,1.13,110.97,1.57,6.1,7.28,1.07
Sydney,AU,-33.8688,151.2093,2026-03-27,12,2026-03-27T12:00:00+00:00,1,59.18,0.0,0.16,48.68,0.1,0.65,1.18,0.01
Tokyo,JP,35.6762,139.6503,2026-03-27,12,2026-03-27T12:00:00+00:00,3,145.35,0.0,2.1,133.18,6.13,4.67,7.2,0.02
Antananarivo,MG,-18.8792,47.5079,2026-03-27,13,2026-03-27T13:00:00+00:00,1,76.08,0.04,0.16,24.14,0.13,2.01,2.66,0.39
Cairo,EG,30.0444,31.2357,2026-03-27,13,2026-03-27T13:00:00+00:00,3,126.71,0.08,0.36,116.33,0.36,5.72,27.19,2.01
New York,US,40.7128,-74.006,2026-03-27,13,2026-03-27T13:00:00+00:00,2,208.24,0.06,7.76,76.98,0.97,5.13,5.76,0.08
Paris,FR,48.8566,2.3522,2026-03-27,13,2026-03-27T13:00:00+00:00,3,144.95,0.1,1.09,110.86,1.54,6.11,7.22,1.21
Sydney,AU,-33.8688,151.2093,2026-03-27,13,2026-03-27T13:00:00+00:00,1,58.96,0.0,0.15,49.84,0.1,0.64,1.21,0.01
Tokyo,JP,35.6762,139.6503,2026-03-27,13,2026-03-27T13:00:00+00:00,3,144.81,0.0,1.87,131.83,6.07,4.6,7.11,0.02
Antananarivo,MG,-18.8792,47.5079,2026-03-27,14,2026-03-27T14:00:00+00:00,1,79.47,0.04,0.27,22.56,0.15,2.11,2.93,0.44
Cairo,EG,30.0444,31.2357,2026-03-27,14,2026-03-27T14:00:00+00:00,3,126.43,0.08,0.42,115.19,0.35,5.93,28.55,2.07
New York,US,40.7128,-74.006,2026-03-27,14,2026-03-27T14:00:00+00:00,2,219.31,0.21,8.24,83.91,0.92,4.42,5.09,0.12
Paris,FR,48.8566,2.3522,2026-03-27,14,2026-03-27T14:00:00+00:00,3,143.83,0.09,1.05,109.04,1.46,5.95,6.97,1.38
Sydney,AU,-33.8688,151.2093,2026-03-27,14,2026-03-27T14:00:00+00:00,1,58.86,0.0,0.15,50.26,0.1,0.67,1.31,0.01
Tokyo,JP,35.6762,139.6503,2026-03-27,14,2026-03-27T14:00:00+00:00,3,145.37,0.0,1.91,130.32,6.21,4.68,7.13,0.01
Antananarivo,MG,-18.8792,47.5079,2026-03-27,15,2026-03-27T15:00:00+00:00,1,83.4,0.02,0.45,21.29,0.16,2.18,3.21,0.5
Cairo,EG,30.0444,31.2357,2026-03-27,15,2026-03-27T15:00:00+00:00,3,126.16,0.06,0.55,113.82,0.37,6.44,31.3,2.24
New York,US,40.7128,-74.006,2026-03-27,15,2026-03-27T15:00:00+00:00,2,225.79,0.48,8.67,86.26,0.96,3.89,4.59,0.18
Paris,FR,48.8566,2.3522,2026-03-27,15,2026-03-27T15:00:00+00:00,3,143.1,0.07,1.06,107.06,1.36,5.6,6.54,1.58
Sydney,AU,-33.8688,151.2093,2026-03-27,15,2026-03-27T15:00:00+00:00,1,58.53,0.0,0.16,50.01,0.12,0.72,1.48,0.01
Tokyo,JP,35.6762,139.6503,2026-03-27,15,2026-03-27T15:00:00+00:00,3,146.55,0.0,2.18,128.66,6.57,4.9,7.29,0.0
Antananarivo,MG,-18.8792,47.5079,2026-03-27,16,2026-03-27T16:00:00+00:00,1,87.8,0.0,0.61,19.36,0.17,2.16,3.51,0.58
Cairo,EG,30.0444,31.2357,2026-03-27,16,2026-03-27T16:00:00+00:00,3,127.91,0.03,1.21,109.63,0.77,7.28,35.16,6.22
New York,US,40.7128,-74.006,2026-03-27,16,2026-03-27T16:00:00+00:00,2,222.95,0.7,8.69,86.93,1.03,3.47,4.3,0.24
Paris,FR,48.8566,2.3522,2026-03-27,16,2026-03-27T16:00:00+00:00,3,144.18,0.06,1.49,103.36,1.2,5.39,6.3,2.02
Sydney,AU,-33.8688,151.2093,2026-03-27,16,2026-03-27T16:00:00+00:00,1,58.23,0.0,0.17,49.37,0.14,0.76,1.92,0.01
Tokyo,JP,35.6762,139.6503,2026-03-27,16,2026-03-27T16:00:00+00:00,3,148.21,0.0,2.5,127.77,6.8,5.28,7.56,0.0
Antananarivo,MG,-18.8792,47.5079,2026-03-27,17,2026-03-27T17:00:00+00:00,1,94.69,0.0,0.72,17.25,0.17,2.2,3.86,0.55
Cairo,EG,30.0444,31.2357,2026-03-27,17,2026-03-27T17:00:00+00:00,3,131.16,0.0,2.11,103.07,1.51,8.3,39.57,12.15
New York,US,40.7128,-74.006,2026-03-27,17,2026-03-27T17:00:00+00:00,2,221.37,0.74,9.15,87.44,1.29,3.35,4.46,0.33
Paris,FR,48.8566,2.3522,2026-03-27,17,2026-03-27T17:00:00+00:00,2,146.53,0.04,2.35,97.68,1.02,5.24,6.18,2.71
Sydney,AU,-33.8688,151.2093,2026-03-27,17,2026-03-27T17:00:00+00:00,1,58.32,0.0,0.18,49.33,0.15,0.73,2.16,0.02
Tokyo,JP,35.6762,139.6503,2026-03-27,17,2026-03-27T17:00:00+00:00,3,150.34,0.0,2.78,127.5,6.78,5.68,7.9,0.01
Antananarivo,MG,-18.8792,47.5079,2026-03-27,18,2026-03-27T18:00:00+00:00,1,100.75,0.0,0.79,15.45,0.16,2.28,4.06,0.47
Cairo,EG,30.0444,31.2357,2026-03-27,18,2026-03-27T18:00:00+00:00,2,134.16,0.0,2.75,97.16,2.15,9.26,43.73,16.31
New York,US,40.7128,-74.006,2026-03-27,18,2026-03-27T18:00:00+00:00,2,219.21,0.77,9.61,88.51,1.61,3.37,4.77,0.41
Paris,FR,48.8566,2.3522,2026-03-27,18,2026-03-27T18:00:00+00:00,2,149.08,0.01,2.96,93.35,0.88,5.19,6.19,3.3
Sydney,AU,-33.8688,151.2093,2026-03-27,18,2026-03-27T18:00:00+00:00,1,58.54,0.0,0.19,49.91,0.16,0.71,2.22,0.02
Tokyo,JP,35.6762,139.6503,2026-03-27,18,2026-03-27T18:00:00+00:00,3,152.17,0.0,3.1,127.43,6.72,6.06,8.34,0.01
Antananarivo,MG,-18.8792,47.5079,2026-03-27,19,2026-03-27T19:00:00+00:00,1,108.86,0.01,0.9,13.17,0.15,2.58,4.44,0.4
Cairo,EG,30.0444,31.2357,2026-03-27,19,2026-03-27T19:00:00+00:00,2,136.14,0.0,3.3,91.02,2.63,10.05,47.03,20.01
New York,US,40.7128,-74.006,2026-03-27,19,2026-03-27T19:00:00+00:00,2,213.82,0.64,9.81,90.19,1.87,3.26,4.86,0.45
Paris,FR,48.8566,2.3522,2026-03-27,19,2026-03-27T19:00:00+00:00,2,151.67,0.0,3.36,88.88,0.77,5.2,6.3,3.81
Sydney,AU,-33.8688,151.2093,2026-03-27,19,2026-03-27T19:00:00+00:00,1,58.64,0.0,0.2,50.41,0.17,0.73,2.41,0.02
Tokyo,JP,35.6762,139.6503,2026-03-27,19,2026-03-27T19:00:00+00:00,3,154.21,0.0,3.35,127.72,6.53,6.48,8.97,0.01
Antananarivo,MG,-18.8792,47.5079,2026-03-27,20,2026-03-27T20:00:00+00:00,1,116.82,0.01,0.99,11.01,0.13,2.94,4.84,0.38
Cairo,EG,30.0444,31.2357,2026-03-27,20,2026-03-27T20:00:00+00:00,3,138.44,0.0,3.8,85.32,3.01,10.86,50.15,23.62
New York,US,40.7128,-74.006,2026-03-27,20,2026-03-27T20:00:00+00:00,2,211.34,0.61,10.22,91.3,2.11,3.15,4.93,0.49
Paris,FR,48.8566,2.3522,2026-03-27,20,2026-03-27T20:00:00+00:00,2,154.31,0.0,3.71,84.11,0.65,5.34,6.57,4.26
Sydney,AU,-33.8688,151.2093,2026-03-27,20,2026-03-27T20:00:00+00:00,1,59.14,0.0,0.23,50.81,0.18,0.72,2.57,0.03
Tokyo,JP,35.6762,139.6503,2026-03-27,20,2026-03-27T20:00:00+00:00,3,156.18,0.0,3.41,128.03,6.25,6.93,9.74,0.02
Antananarivo,MG,-18.8792,47.5079,2026-03-27,21,2026-03-27T21:00:00+00:00,1,117.44,0.01,0.98,9.75,0.1,2.96,4.62,0.35
Cairo,EG,30.0444,31.2357,2026-03-27,21,2026-03-27T21:00:00+00:00,3,139.95,0.0,4.06,80.05,3.03,11.61,52.78,26.06
New York,US,40.7128,-74.006,2026-03-27,21,2026-03-27T21:00:00+00:00,2,210.92,0.48,11.07,91.44,2.31,3.14,5.11,0.52
Paris,FR,48.8566,2.3522,2026-03-27,21,2026-03-27T21:00:00+00:00,2,156.78,0.0,3.91,80.21,0.57,5.61,6.96,4.37
Sydney,AU,-33.8688,151.2093,2026-03-27,21,2026-03-27T21:00:00+00:00,1,59.65,0.0,0.29,50.55,0.19,0.7,2.63,0.03
Tokyo,JP,35.6762,139.6503,2026-03-27,21,2026-03-27T21:00:00+00:00,3,158.27,0.0,3.35,128.55,5.98,7.42,10.63,0.02
Antananarivo,MG,-18.8792,47.5079,2026-03-27,22,2026-03-27T22:00:00+00:00,1,114.71,0.01,0.91,8.75,0.07,2.84,4.16,0.34
Cairo,EG,30.0444,31.2357,2026-03-27,22,2026-03-27T22:00:00+00:00,3,138.67,0.0,4.0,74.46,2.51,12.18,54.17,27.76
New York,US,40.7128,-74.006,2026-03-27,22,2026-03-27T22:00:00+00:00,2,212.37,0.28,12.69,88.43,2.39,3.18,5.39,0.55
Paris,FR,48.8566,2.3522,2026-03-27,22,2026-03-27T22:00:00+00:00,2,157.29,0.0,4.0,76.9,0.52,5.89,7.32,4.08
Sydney,AU,-33.8688,151.2093,2026-03-27,22,2026-03-27T22:00:00+00:00,1,59.18,0.03,0.27,49.09,0.19,0.69,2.61,0.03
Tokyo,JP,35.6762,139.6503,2026-03-27,22,2026-03-27T22:00:00+00:00,3,160.13,0.04,4.04,128.62,5.96,7.91,11.64,0.02
Antananarivo,MG,-18.8792,47.5079,2026-03-27,23,2026-03-27T23:00:00+00:00,1,112.61,0.01,0.85,7.77,0.06,2.73,3.84,0.34
Cairo,EG,30.0444,31.2357,2026-03-27,23,2026-03-27T23:00:00+00:00,3,138.37,0.0,3.83,69.73,2.04,12.79,55.95,30.93
New York,US,40.7128,-74.006,2026-03-27,23,2026-03-27T23:00:00+00:00,2,217.61,0.05,14.36,84.27,2.39,3.31,5.8,0.57
Paris,FR,48.8566,2.3522,2026-03-27,23,2026-03-27T23:00:00+00:00,2,156.59,0.0,3.8,75.24,0.48,6.15,7.59,3.74
Sydney,AU,-33.8688,151.2093,2026-03-27,23,2026-03-27T23:00:00+00:00,1,58.41,0.05,0.22,47.46,0.19,0.69,2.55,0.03
Tokyo,JP,35.6762,139.6503,2026-03-27,23,2026-03-27T23:00:00+00:00,3,162.45,0.22,4.52,129.02,6.16,8.52,12.78,0.02
Antananarivo,MG,-18.8792,47.5079,2026-03-28,00,2026-03-28T00:00:00+00:00,1,109.32,0.01,0.8,7.46,0.06,2.56,3.52,0.35
Cairo,EG,30.0444,31.2357,2026-03-28,00,2026-03-28T00:00:00+00:00,3,138.62,0.0,3.72,64.98,1.76,13.44,58.62,34.93
New York,US,40.7128,-74.006,2026-03-28,00,2026-03-28T00:00:00+00:00,2,219.64,0.0,14.06,81.56,2.32,3.39,6.09,0.57
Paris,FR,48.8566,2.3522,2026-03-28,00,2026-03-28T00:00:00+00:00,2,155.7,0.0,3.22,74.86,0.47,6.41,7.81,3.37
Sydney,AU,-33.8688,151.2093,2026-03-28,00,2026-03-28T00:00:00+00:00,1,57.65,0.05,0.18,46.04,0.18,0.69,2.4,0.02
Tokyo,JP,35.6762,139.6503,2026-03-28,00,2026-03-28T00:00:00+00:00,3,164.22,0.36,4.45,130.9,6.31,9.2,13.9,0.01
